recipe_id,recipe_name,cooking_time,difficulty,sub_ingredients,Seasonings,main_ingredients
184,김치동그랑땡,30.0,1,"당근, 피망, 계란, 밀가루, 참빛고운포도씨유","다진마늘, 소금, 후춧가루","김치, 감자, 두부"
185,찬밥맛탕,40.0,2,"계란, 녹말가루, 식용유","소금, 물, 설탕","찬밥, 옥수수"
186,양배춧국,30.0,1,실파,"된장, 다진마늘, 물, 다시마, 멸치","양배추, 모시조개"
187,오징어찌개,40.0,1,"풋고추, 홍고추, 대파, 물","간장, 후춧가루, 고추장, 고춧가루, 마늘, 참기름","오징어, 쇠고기"
188,오이피클,40.0,1,"홍고추, 통생강, 당근","정향, 통후추, 월계수잎, 통계피, 소금, 물, 식초, 설탕, [절임용 소금물] 소금","오이, 양파, 물"
189,영양돌솥밥,40.0,2,"밤, 은행, 대추, 잣, 송이버섯, 물",,"멥쌀, 찹쌀"
190,시금치된장국,30.0,1,물,"다진마늘, 소금","시금치, 말린새우, 된장"
191,김치채소쌈,30.0,2,"쇠고기, 식용유","소금, 후춧가루, 간장, 다진파, 설탕, 마늘, 참기름, 깨소금","김치잎, 깻잎, 양배추, 근대잎, 밥"
192,찰밥주먹밥,30.0,2,"팥삶은물, 밤, 대추",소금,"찹쌀, 멥쌀, 팥"
193,계란말이주먹밥,30.0,2,"말린 표고버섯, 당근, 미나리, 소금, 식용유, 오이, 다시마","식초, 설탕, 소금","밥, 계란"
194,어묵국,30.0,1,"대파, 홍고추, 다시물","소금, 간장, 맛술, 청주",어묵
195,조개맑은국,30.0,1,"죽순, 대파, 레몬",소금,모시조개
196,왜된장국,20.0,1,"맛국물, 실파",,"왜된장, 두부, 미역"
197,새우만두,40.0,3,"콘프레이크, 계란흰자, 당근, 호박, 죽순","생크림, 소금, 통후추","생새우, 만두피"
198,잣죽,40.0,2,"물, 대추",소금,"불린쌀, 잣"
199,고추장아찌,30.0,2,"물, 소금","생강, 설탕, 간장",청고추
200,김치어묵,40.0,2,"풋고추, 홍고추, 계란, 밀가루, 녹말, 깻잎, 식용유","소금, 후춧가루","생선살, 새우살, 김치"
201,쇠고기무국,40.0,2,"물, 대파, 마늘, 실파","국간장, 진간장, 다진파, 다진마늘, 참기름, 후춧가루, 소금","쇠고기, 무"
202,명란젓찌개,30.0,2,"마늘, 무, 물, 홍고추, 두부, 대파","진간장, 생강즙, 소금",명란
203,육개장,60.0,3,"대파, 물","소금, 고추장, 고춧가루, 진간장, 다진마늘, 참기름, 깨소금, 후춧가루","쇠고기, 양, 곱창, 고사리"
204,고추장스파게티,30.0,2,"호박, 양송이버섯, 식용유, 김치","소금, 흰후춧가루, 양파, 호두, 물, 토마토케첩, 식용유, 다진마늘, 설탕","스파게티, 고추장"
205,해물전골,30.0,2,"양파, 풋고추, 홍고추, 미나리, 쑥갓, 무, 대파","다진마늘, 생강즙, 소금, 고춧가루","게, 대하, 오징어, 모시조개"
206,양상추튀김,40.0,2,"찹쌀가루, 밀가루, 얼음물, 계란, 식용유","다진마늘, 설탕, 간장, 참기름, 후춧가루, 고추장, 토마토케첩, 물엿, 물","양상추, 말린표고버섯, 부추, 고구마"
207,초교탕,60.0,2,"물, 도라지, 말린표고버섯, 미나리, 밀가루, 계란, 쇠고기","대파, 마늘, 생강, 소금, 참기름",닭
208,삼겹살깻잎전,30.0,2,"밀가루, 계란, 식용유","소금, 생강즙, 후춧가루","돼지고기, 깻잎"
209,우유두부,40.0,2,식초,"간장, 다진청고추, 참기름, 다진홍고추, 다진양파",우유
210,닭꼬치구이,40.0,2,"계란, 대파, 홍고추, 간장, 다시물","설탕, 꼬치, 생강즙, 청주, 참기름",닭
211,녹차수제비,60.0,2,"감자, 호박, 소금, 육수","간장, 고춧가루, 깨소금, 참기름, 다진홍고추, 다진풋고추, 다진마늘, 다진파, 후춧가루","밀가루, 녹차분말, 소금, 물"
212,삼겹살치즈구이,40.0,2,"양파, 표고버섯, 피망, 올리브오일, 마늘","소금, 후춧가루, 토마토케첩, 맛술, 고추장","돼지고기, 모짜렐라치즈"
213,갈비떡볶이,40.0,3,"꽃상추, 피망","간장, 설탕, 다진파, 다진마늘, 후춧가루, 깨소금, 참기름","쇠고기, 가래떡"
214,오징어산적,30.0,2,꼬치,"고추장, 설탕, 다진마늘, 다진파, 생강즙, 깨소금, 참기름","갑오징어, 피망"
215,두부오믈렛,30.0,2,"청피망, 당근, 홍피망","소금, 토마토케첩, 후춧가루","계란, 두부, 우유"
216,"잼(사과, 딸기, 포도)",30.0,3,설탕,,"포도, 사과, 딸기"
217,사골탕,60.0,2,"물, 무, 대파, 마늘, 생강, 후춧가루","소금, 진간장, 다진파, 다진마늘","사골, 쇠고기"
218,감자국수,40.0,2,"사우어크라우트, 양파, 베이컨, 파슬리, 버터","소금, 후춧가루, 넛맥","감자, 밀가루, 계란노른자"
219,김치수제비,40.0,1,"양파, 청고추, 대파, 식용유, 물","멸치, 다시마, 다진마늘, 소금, 간장, 다진파, 깨소금, 고춧가루, 참기름","김치, 감자, 밀가루, 계란"
220,오곡밥쌈밥정식,40.0,1,"참기름, 양파, 청고추, 홍고추, 대파, 멸치","된장, 고추장, 마늘, 깨소금","오곡곡물, 상추, 깻잎, 치커리"
221,오징어숙회,40.0,1,,"고추장, 식초, 설탕, 깨소금",오징어
222,짬뽕해물탕밥,40.0,2,"양파, 당근, 호박, 대파, 목이버섯","고추가루, 간장, 다진마늘, 생강, 소금, 후춧가루, 참기름","밥, 돼기고기, 오징어, 조개살, 홍합"
223,제육배추찜,30.0,1,당근,"간장, 양파즙, 다진파, 다진마늘, 생강즙, 후춧가루, 깨소금, 참기름, 소금, 청고추, 홍고추, 표고버섯","돼지고기, 부추, 양파, 배춧잎"
224,코다리찜,40.0,2,,"고추장, 간장, 설탕, 다진파, 다진마늘, 다진생강, 참기름, 후춧가루","코다리, 실파"
225,생선초밥,60.0,3,"계란, 청어알, 연어알, 무순, 김, 생강, 물",와사비,"참치, 새우, 광어, 피조개, 갑오징어, 전복, 초밥"
226,버섯만두전골,60.0,2,"김치, 양파, 미나리, 대파, 육수","고춧가루, 진간장, 다진파, 다진마늘, 생강","만두피, 돼기고기, 두부, 숙주, 느타리버섯, 표고버섯, 후춧가루"
227,해물밥전,30.0,2,"양파, 당근, 실파, 계란, 밀가루","소금, 후춧가루, 깨소금, 참기름, 간장, 식초, 다진파, 다진마늘","밥, 새우, 오징어"
228,두부스테이크,40.0,1,파슬리,"소금, 후춧가루","다진쇠고기, 두부"
229,두부카나페,30.0,1,"치커리, 식용유","토마토케첩, 마요네즈, 소금","두부, 치즈, 방울토마토"
230,홍차계란장조림,40.0,1,"물, 양파, 마늘","간장, 소금, 설탕, 물엿","홍차티백, 계란"
231,가지된장찜,30.0,1,"밀가루, 물, 멸치, 양파, 청고추, 홍고추","소금, 후춧가루, 참기름, 된장, 고춧가루","가지, 돼지고기, 다진파, 다진마늘"
232,닭고기카레튀김,40.0,2,"계란, 올리브오일","소금, 후춧가루, 고춧가루, 다진마늘, 다진양파, 토마토케첩, 간장, 식초","닭, 콘플레이크, 카레가루"
233,고춧기름,30.0,1,"생강, 고춧가루, 다진마늘, 파",,"식용유, 마른고추"
234,생태매운탕,40.0,1,"호박, 두부, 팽이버섯, 미나리, 청고추, 홍고추, 대파, 멸치다시물","소금, 후춧가루, 진간장, 고춧가루, 다진마늘, 양파즙, 무즙","생태, 바지락, 무"
235,두부굴찌개,30.0,2,"실파, 청고추, 홍고추","소금, 새우젓","두부, 굴, 양송이버섯, 마늘"
236,버섯두부찌개,40.0,1,"김치, 양파, 청고추, 대파, 물","고춧가루, 간장, 다진양파, 다진파, 다진마늘, 깨소금, 후춧가루, 참기름","두부, 돼지고기, 느타리버섯, 표고버섯, 팽이버섯"
237,김치주먹밥,40.0,2,"오이, 당근, 단무지, 미나리, 새우","청주, 간장, 설탕, 다진마늘, 다진파, 후춧가루, 참기름","김치, 밥, 다진쇠고기"
238,홍합탕,40.0,2,"실파, 물","다진마늘, 소금","홍합, 대파, 홍고추"
239,돼지갈비찜,60.0,2,"홍고추, 식용유, 고춧가루, 고추장","생강즙, 간장, 설탕, 맛술, 다진파, 다진마늘, 후춧가루, 참기름, 깨소금","갈비, 양파, 감자, 당근, 무"
240,떡볶이,30.0,2,"양파, 대파, 피망, 비엔나소시지, 물","고추장, 간장, 설탕, 물엿",가래떡
241,제육불고기,50.0,2,"고추장, 간장, 맛술, 생강즙, 설탕, 다진마늘, 다진파, 깨소금, 후춧가루, 참기름","된장, 고추장, 다진마늘, 다진파, 식초","돼지고기, 고춧가루"
242,배추밤김치,60.0,2,"밤, 갓, 미나리, 배","고추가루, 액체육젓, 마늘, 생강, 설탕, 소금, 통깨, [절임용 소금물] 소금, 물","배추, 실파"
243,보쌈김치,180.0,3,"갓, 실파, 배, 밤, 은행, 석이버섯","마늘, 생강, 통깨, 고춧가루, 액체육젓, 소금, 설탕","배추, 무, 미나리, 생굴, 낙지"
244,사골우거지탕,60.0,2,홍고추,"된장, 다진마늘, 고춧가루","사골, 쇠고기, 우거지, 대파"
245,찬밥전,20.0,1,"실파, 청고추, 계란, 밀가루, 식용유","소금, 후춧가루","찬밥, 참치, 양파, 당근"
246,단팥죽,50.0,1,"물, 대추",,"팥, 설탕, 인절미, 소금"
247,불고기낙지전골,40.0,2,"표고버섯, 무, 팽이버섯, 미나리, 대파, 홍고추, 양파, 물","소금, 다진파, 간장, 다진마늘, 설탕, 깨소금, 참기름","쇠고기, 낙지"
248,잔멸치된장볶음,30.0,1,"식용유, 상추","다진마늘, 맛술, 간장, 설탕, 깨소금","잔멸치, 된장, 밥"
249,별미밥,40.0,2,"미나리, 당근, 유부","간장, 다진파, 고춧가루, 다진마늘, 깨소금, 참기름, 후춧가루","쇠고기, 콩나물, 밥"
250,김치피자,30.0,2,"베이컨, 당근, 피망, 양송이, 파슬리가루, 식용유","소금, 후춧가루","바게트, 모짜렐라치즈, 신김치"
251,채소비빔소면,30.0,2,청고추,"고추장, 식초, 설탕, 사이다","소면, 김치, 오이, 양배추, 깻잎, 상추"
252,오징어탕수,40.0,2,"밀가루, 물, 완두콩, 당근, 양파, 표고버섯, 육수","소금, 설탕, 식초, 간장, 조미술, 참기름","오징어, 계란, 녹말, 옥수수"
253,콩나물버섯덮밥,40.0,2,"양파, 당근, 실파, 녹말","멸칫국물, 간장, 다진마늘, 깨소금, 참기름, 소금, 후춧가루, 피쉬소스","밥, 콩나물, 쇠고기, 느타리버섯"
254,어묵꼬치,40.0,2,"계란, 물","멸치, 다시마, 간장, 청주, 겨자가루, 소금","무, 어묵"
255,닭다리굴소스볶음,30.0,2,"오이, 간장, 녹말, 식용유, 마른고추, 마늘, 생강, 실파","굴소스, 간장, 식초, 맛술, 설탕, 토마토케첩",닭다리
256,영양채소밥,40.0,2,,"다시물, 참기름, 간장, 다진파, 다진마늘, 깨소금","쌀, 밤, 고구마, 은행, 대추"
257,사색나물,30.0,1,"간장, 식용유, 물","다진파, 다진마늘, 깨소금, 참기름, 소금, 들깻가루","콩나물, 도라지, 시금치, 고사리"
258,떡잡채,20.0,2,"신김치, 양파, 피망, 당근","참기름, 깨소금, 소금, 통깨","가래떡, 쇠고기"
259,두부채소냉채,30.0,1,"양배추, 당근, 오이, 소금","땅콩가루, 식초, 간장, 겨자, 황설탕, 소금, 참기름","두부, 쇠고기"
260,약과,40.0,2,"참기름, 소금, 조청, 생강즙, 청주","설탕, 검은깨, 물",밀가루
261,참치주먹밥,30.0,2,"실파, 계란노른자, 파슬리, 당근, 게맛살, 오이, 단무지, 매실장아찌, 랩","맛소금, 깨소금, 후춧가루","참치, 김, 밥"
262,유부미역된장국,30.0,1,"실파, 멸치, 다시마","된장, 미림, 물","불린미역, 유부, 두부"
263,삼색수제비,30.0,2,"김, 감자, 호박, 양파, 대파","멸치, 다시마, 다진마늘, 소금, 진간장, 청정원맛선생","밀가루, 시금치즙, 당근즙"
264,고들빼기김치,70.0,3,"실파, 갓, 밤, 대추","고추, 고춧가루, 멸치액젓, 설탕, 깨소금, 다진마늘, 다진생강",고들빼기
265,달래굴파전,30.0,1,"청고추, 홍고추, 계란, 물, 실파","간장, 식초, 다진마늘, 깨소금","달래, 굴, 밀가루"
266,달래장김치,30.0,2,통깨,"마늘, 생강, 고춧가루, 진간장, 설탕",달래
267,두릅된장무침,30.0,1,,"다진파, 다진마늘, 깨소금, 참기름, 소금, 설탕","두릅, 된장, 실고추"
268,숙주미나리무침,20.0,1,실고추,"다진파, 다진마늘, 깨소금, 참기름","숙주, 미나리"
269,참나물고추장무침,20.0,1,,"고추장, 다진마늘, 다진파, 깨소금, 참기름",참나물
270,오징어통구이,30.0,1,"마늘, 대파","고추장, 고춧가루, 간장, 물엿, 양파즙, 생강즙, 다진파, 다진마늘, 깨소금, 후춧가루, 참기름",오징어
271,닭고기콩나물덮밥,40.0,2,"오이, 김치, 마늘, 실파","다진마늘, 소금, 후춧가루, 고춧가루, 파, 육수","닭, 콩나물, 밥"
272,김치두부쌈,40.0,2,"청고추, 깻잎","대파, 생강, 소금","신김치, 두부, 돼지고기"
273,호박두부찌개,30.0,1,"파, 청고추, 물, 식용유","새우젓, 다진마늘, 소금, 참기름","호박, 두부"
274,해파리해물냉채,40.0,1,"오이, 당근, 홍피망, 계란","겨자, 머스터드, 마늘, 식초, 설탕, 간장, 소금, 참기름","해파리, 새우, 쭈꾸미"
275,치킨롤,40.0,2,"당근, 완두콩통조림, 옥수수통조림, 식용유, 버터","토마토케첩, 우스터소스, 설탕",닭
276,아스파라거스새우볶음,30.0,2,샐러리,"미림, 소금, 후춧가루, 참기름","아스파라거스, 새우"
277,꽃만두국(완당국),40.0,2,"물, 소금, 육수, 팽이버섯, 쑥갓, 부추","식용유, 녹말, 간장, 다진파, 다진마늘, 후춧가루, 참기름","밀가루, 쇠고기, 배추"
278,돼지고기표고볶음,30.0,1,"양파, 피망, 청고추, 대파, 마늘, 생강, 녹말","소금, 굴소스, 후춧가루, 조미술","돼지고기, 표고버섯"
279,오징어풋마늘산적,30.0,2,"밀가루, 물, 꼬치","간장, 다진파, 다진마늘, 참기름, 깨소금, 생강즙","풋마늘, 갑오징어"
280,상추겉절이비빔밥,30.0,2,"오이, 대파, 도라지, 고사리, 당근","간장, 식초, 고춧가루, 설탕, 참기름, 소금, 다진파, 다진마늘","밥, 상추"
281,두부알찜,30.0,2,"모시조개, 새우, 표고버섯","다시물, 은행, 조미술, 소금, 간장","두부, 계란"
282,연어양상추쌈,20.0,2,"오이피클, 체리, 무순",땅콩버터,"양상추, 훈제연어"
283,브로콜리크림수프,30.0,3,"버터, 밀가루","소금, 후춧가루","브로콜리, 우유, 생크림"
284,해물떡꼬치,30.0,2,피망,"고추장, 설탕, 식초, 케첩, 간장, 고춧가루, 다진마늘, 다진파, 핫소스, 참기름, 후춧가루","오징어, 새우, 가래떡"
285,옥수수볶음밥,20.0,2,"피망, 햄, 양파, 당근","소금, 후춧가루","밥, 옥수수통조림"
286,김치꽁치조림,20.0,2,물,"다진마늘, 다진대파, 참기름, 고춧가루, 간장, 설탕","꽁치통조림, 김치"
287,치즈돈까스,40.0,2,"청피망, 밀가루, 계란, 빵가루","소금, 생강즙","돼지고기, 모짜렐라치즈"
288,간장떡볶이,60.0,2,"양파, 당근, 청피망, 표고버섯","간장, 설탕, 참기름, 후춧가루, [쇠고기양념] 간장, 다진마늘","가래떡, 채썬쇠고기"
289,한국식타코샐러드,30.0,2,"간장, 설탕, 조미술, 후춧가루","토마토, 케첩, 핫소스","춘권피, 쇠고기, 깻잎, 무순, 양파, 토마토, 식용유"
290,김치쌈밥,20.0,2,,"소금, 참기름, 설탕, 다진파, 조미료","밥, 김칫잎"
291,잔치국수,30.0,1,"[멸치장국] 국멸치, 호박, 당근, 계란, 소금, 후춧가루, 국간장, 깨소금, [불고기양념] 간장, 설탕, 참기름","간장, 고춧가루, 다진파, 참기름","채썬쇠고기, 소면"
292,감자그라탕,40.0,2,"양파, 베이컨, 크림수프, 모짜렐라치즈",소금,감자
293,코다리조림,30.0,1,"양파, 청고추, 깨소금","간장, 설탕, 다진파, 다진마늘, 참기름, 후춧가루, 물",코다리
294,치킨데리야끼,30.0,2,"파인애플, 브로콜리, 당근, 밥, 청피망, 계란, 숙주","설탕, 청주, 물, 간장, 참기름, 식용유",닭
295,순대볶음,20.0,1,"양배추, 양파, 깻잎, 쫄면, 식용유","고춧가루, 간장, 설탕, 들깻가루, 다진마늘",순대
296,닭갈비,25.0,2,"고구마, 양배추, 양파, 흰떡, 깻잎","고추장, 고춧가루, 설탕, 간장, 깨소금, 참기름","닭, 생강즙"
297,베이컨꼬치구이,20.0,2,"샐러리, 프랑크소시지, 게맛살, 팽이버섯, 피망, 흰떡","마요네즈, 머스터드, 간장, 레몬즙",베이컨
298,열무비빔밥,20.0,2,"간장, 설탕, 다진파, 다진마늘, 참기름","고추장, 설탕, 마늘, 참기름, 열무김치","밥, 열무김치, 쇠고기"
299,다시마볶음,20.0,1,"맛살, 당근, 청고추, 실파, 식용유","마늘, 생강즙, 청주, 소금, 후춧가루, 참기름",다시마
300,버섯잡채밥,40.0,1,"양파, 쇠고기, 당근, 실파","햇살담은간장, 소금, 후춧가루, 참기름, 깨소금, 간장, 설탕, 다진파, 다진마늘","밥, 당면, 느타리버섯, 팽이버섯, 목이버섯"
301,쑥브리오슈,60.0,1,"소금, 이스트, 버터, 계란, 물",,"강력분, 설탕, 쑥"
302,된장깻잎장아찌,20.0,1,,"된장, 소금",깻잎
303,비빔쌀국수,30.0,1,"쇠고기, 양파, 새우, 상추, 레몬","육수, 간장, 식초, 설탕, 실파, 다진고추, 소금, 후추, 다진마늘, 다진파",쌀국수
304,아욱국,30.0,1,"쌀뜨물, 모시조개, 대파","된장, 멸치, 마늘, 후춧가루",아욱
305,라볶이,30.0,1,"대파, 마늘","고추장, 설탕, 고춧가루","라면, 떡, 어묵"
306,고등어김치조림,20.0,1,"물, 파","다진마늘, 다진생강, 진간장, 고춧가루, 설탕","고등어, 배추김치"
307,류산슬,40.0,3,"표고버섯, 죽순, 부추, 완두콩, 대파, 식용유, 물, 녹말","마늘, 생강, 간장, 굴소스, 청주, 후춧가루, 참기름","쇠고기, 새우, 해삼"
308,바지락볶음,20.0,1,"청고추, 식용유","다진마늘, 대파, 마른고추, 두반장, 설탕",바지락
309,가지쇠고기볶음,20.0,1,"청고추, 홍고추, 대파","다진마늘, 간장, 청주, 소금, 설탕, 깨소금, 참기름","가지, 쇠고기"
310,버섯청국장찌개,30.0,1,"팽이버섯, 양송이버섯, 호박, 두부, 대파, 청고추, 쌀뜨물, 홍고추",다진마늘,"청국장, 표고버섯, 느타리버섯"
311,부추부침개,30.0,1,"계란, 물, 식용유",,"밀가루, 찹쌀가루, 부추, 청고추, 오징어"
312,냉고기쌈,20.0,1,"맛술, 간장, 설탕","고추냉이, 간장, 식초, 물","쇠고기, 무순, 양배추, 당근"
313,치킨버섯찜,40.0,2,"당근, 청고추, 계란","간장, 설탕, 청주, 소금, 후춧가루, 계란노른자","닭안심, 표고버섯, 느타리버섯, 팽이버섯"
314,새송이산적,20.0,1,,"진간장, 설탕, 다진파, 다진마늘, 깨소금, 후춧가루, 참기름, 소금","쇠고기, 새송이버섯, 잣가루"
315,물만두,50.0,2,대파,"생강, 간장, 소금, 참기름, 후춧가루","돼지고기, 부추, 밀가루"
316,볶음쌀국수,25.0,2,청고추,"대파, 마늘, 생강, 굴소스, 간장, 설탕, 소금, 후춧가루","쌀국수, 돼지고기, 숙주나물"
317,버섯파스타,25.0,1,"파, 올리브오일","다진마늘, 화이트와인, 간장","파스타, 표고버섯, 느타리버섯, 양송이버섯"
